name,country,primary_fuel,commissioning_year
Datong - Tashan Coal,CHN,Coal,2008.0
Datong power station,CHN,Coal,2001.0
Datun Mine power station,CHN,Coal,2005.0
Dazhou,CHN,Gas,2010.0
Dengfeng-1 power station,CHN,Coal,2002.0
Dengfeng-2 power station,CHN,Coal,2009.0
Diandong Yuwang power station,CHN,Coal,2010.0
Diandong power station,CHN,Coal,2007.0
Diaobingshan power station,CHN,Coal,2010.0
Dingzhou power station,CHN,Coal,2007.0
Dongfeng Captive power station,CHN,Coal,1988.0
Dongfeng Xiangfan Factory power station,CHN,Coal,1995.0
Dongjiang,CHN,Hydro,1992.0
Dongping Dam,CHN,Hydro,2005.0
Dongtang Coal,CHN,Coal,2005.0
Dongtang Plant power station,CHN,Coal,2004.0
Dongying Coastal power station,CHN,Coal,2012.0
Dongying Huatai Chemical power station,CHN,Coal,2010.0
Dongyuan Tech power station,CHN,Coal,2014.0
Douhe power station,CHN,Coal,1981.0
Duolun Coal Chemical power station,CHN,Coal,2010.0
Dushanzi Ethene power station,CHN,Coal,2007.0
East Hope Metals Wucaiwan power station,CHN,Coal,2014.0
Erdaojiang power station,CHN,Coal,2004.0
Ertan,CHN,Hydro,2000.0
Fangchenggang Coal,CHN,Coal,2007.0
Fangjiazhuang Coal,CHN,Coal,2010.0
Fangshan power station,CHN,Coal,2007.0
Feilaixia Dam,CHN,Hydro,1999.0
Fengman,CHN,Hydro,1941.0
Fengrun power station,CHN,Coal,2008.0
Fengshuba Dam,CHN,Hydro,1973.0
Fengtan,CHN,Hydro,1979.0
Fengxian Gas,CHN,Gas,2005.0
Fengzhen - Huaneng Coal,CHN,Coal,1992.0
Fengzhen - Jinlong Coal,CHN,Coal,2007.0
Fengzhen Xinfeng power station,CHN,Coal,2007.0
Fugu Qingshuichuan power station,CHN,Coal,2016.0
Fujian Hongshan power station,CHN,Coal,2014.0
Fujian Putian,CHN,Gas,2006.0
Fujian Xiamen Dongbu,CHN,Gas,2006.0
Funing Coal,CHN,Coal,2003.0
Fushun CPI power station,CHN,Coal,2004.0
Fuxi power station,CHN,Coal,2012.0
Fuxin Jinshan Power Station,CHN,Coal,2007.0
Fuxin power station,CHN,Coal,2000.0
Fuyang power station,CHN,Coal,2006.0
Fuzhou Kemen power station,CHN,Coal,2007.0
GEPIC Jinchang power station,CHN,Coal,2006.0
GEPIC Zhangye power station,CHN,Coal,2006.0
Ganneng Fengcheng power station,CHN,Coal,2007.0
Ganquanbao TBEA power station,CHN,Coal,2013.0
Gansu Baiyin power station,CHN,Coal,2016.0
Gansu Chongxin power station,CHN,Coal,2010.0
Geheyan,CHN,Hydro,1994.0
Gelantan Dam,CHN,Hydro,2007.0
Gezhen Dam,CHN,Hydro,2009.0
Gezhouba,CHN,Hydro,1986.0
Gold Huasheng Mill power station,CHN,Coal,1998.0
Golmud,CHN,Gas,2004.0
Gong Guo Qiao,CHN,Hydro,2011.0
Gongboxia,CHN,Hydro,2000.0
Gongzui,CHN,Hydro,1979.0
Gou Pi Tan,CHN,Hydro,2009.0
Great Waste Coal power station,CHN,Coal,2009.0
GreenGen power station,CHN,Coal,2012.0
Guadian Dam,CHN,Hydro,2012.0
Guandi,CHN,Hydro,2013.0
Guangan power station,CHN,Coal,2004.0
Guangdong Huilai power station,CHN,Coal,2011.0
Guangdong Huizhou Pinghai power station,CHN,Coal,2010.0
Guangdong Jinwan power station,CHN,Coal,2007.0
Guangdong Shajiao power complex,CHN,Coal,1992.0
Guangdong Shaoguan power station,CHN,Coal,2011.0
Guangxi Luzhai power station,CHN,Coal,2016.0
Guangzhoao Dam,CHN,Hydro,2006.0
Guangzhou Lixin power station,CHN,Coal,2012.0
Guangzhou Nansha power station,CHN,Coal,2009.0
Guangzhou Pump Storage,CHN,Hydro,1993.0
Guangzhou Refinery power station,CHN,Coal,2007.0
Guangzhou Wanglong Cogen power station,CHN,Coal,2005.0
Guangzhou Zhujiang power station,CHN,Coal,1996.0
Guangzhou power station,CHN,Coal,1989.0
Guanyinge Dam,CHN,Hydro,1995.0
Guanyinyan,CHN,Hydro,2016.0
Guixi power station,CHN,Coal,2004.0
Guizhou Dalong power station,CHN,Coal,2006.0
Guizhou Faer power station,CHN,Coal,2009.0
Guodian Anshun power station,CHN,Coal,2000.0
Guodian Baoji-2 power station,CHN,Coal,2006.0
Guodian Baoqing power station,CHN,Coal,2012.0
Guodian Beilun power station,CHN,Coal,2002.0
Guodian Changyuan Jingzhou power station,CHN,Coal,2000.0
Guodian Dananhu power station,CHN,Coal,2016.0
Guodian Dawukou power station,CHN,Coal,2000.0
Guodian Dongsheng power station,CHN,Coal,2008.0
Guodian Duyun power station,CHN,Coal,2012.0
Guodian Feixian power station,CHN,Coal,2007.0
Guodian Guangdong Zhaoqing Dawang power station,CHN,Coal,2013.0
Guodian Huangjinbu power station,CHN,Coal,2007.0
Guodian Jiangnan power station,CHN,Coal,2010.0
Guodian Jiangyin power station,CHN,Coal,2007.0
Guodian Jilin power station,CHN,Coal,1987.0
Guodian Jingmen power station,CHN,Coal,1996.0
Guodian Jingyuan power station,CHN,Coal,1990.0
Guodian Jiujiang power station,CHN,Coal,2001.0
Guodian Jiuquan power station,CHN,Coal,2011.0
Guodian Kuqa power station,CHN,Coal,2010.0
Guodian Langfang power station,CHN,Coal,2016.0
Guodian Nanning power station,CHN,Coal,2015.0
Guodian Penglai power station,CHN,Coal,2006.0
Guodian Pingnan power station,CHN,Coal,2014.0
Guodian Shangqiu Minquan power station,CHN,Coal,2008.0
Guodian Shenyang power station,CHN,Coal,2012.0
Guodian Shizuishan-2 power station,CHN,Coal,2004.0
Guodian Suqian power station,CHN,Coal,2005.0
Guodian Taian power station,CHN,Coal,2015.0
Guodian Taizhou power station,CHN,Coal,2012.0
Guodian Yongfu power station,CHN,Coal,2004.0
Guodian Yuyuan power station,CHN,Coal,2005.0
Guodian Yuzhong power station,CHN,Coal,1990.0
Guodian Zhijin power station,CHN,Coal,2016.0
Guodian Zhuanghe power station,CHN,Coal,2007.0
Guohua Hulunbeier power station,CHN,Coal,2010.0
Guohua Shouguang power station,CHN,Coal,2016.0
Guohua Taicang power station,CHN,Coal,2006.0
Guohua Taishan power station,CHN,Coal,2007.0
Guohua Xuzhou power station,CHN,Coal,2000.0
Guohua Zhoushan power station,CHN,Coal,2009.0
Guxian Dam,CHN,Hydro,1993.0
Haifengherui power station,CHN,Coal,2012.0
Hailar Coal,CHN,Coal,2009.0
Hainan Southwest power station,CHN,Coal,2015.0
Hami 1-4 Coal,CHN,Coal,1987.0
Hancheng power station,CHN,Coal,2002.0
Hanchuan power station,CHN,Coal,2007.0
Handan Eastern Outskirt Cogen Power Station,CHN,Coal,2018.0
Handan power station,CHN,Coal,2001.0
Hanfeng power station,CHN,Coal,2001.0
Hang Hau Longyan power station,CHN,Coal,2008.0
Hebei Longshan power station,CHN,Coal,2007.0
Hebi Fenghe power station,CHN,Coal,2003.0
Hefei power station,CHN,Coal,2006.0
Hefei-2 power station,CHN,Coal,2001.0
Hefeng power station,CHN,Coal,2012.0
Heilongjiang Hegang Mining power station,CHN,Coal,2000.0
Heilongjiang Qiqihar power station,CHN,Coal,2007.0
Heimifeng,CHN,Hydro,2010.0
Hejin power station,CHN,Coal,2002.0
Henan Aluminum power station,CHN,Coal,2010.0
Henan Hebi power station,CHN,Coal,2007.0
Henan Heqi power station,CHN,Coal,2015.0
Henan Mengdian power station,CHN,Coal,2011.0
Henan Nengxin Cogen power station,CHN,Coal,2008.0
Henan Xinan power station,CHN,Coal,2007.0
Henan Xinmi power station,CHN,Coal,2011.0
Henan Yongcheng power station,CHN,Coal,2005.0
Henan Yulian power station,CHN,Coal,2003.0
Henan Zhongmai Yongan power station,CHN,Coal,2005.0
Hengfeng-2 power station,CHN,Coal,1996.0
Henglian Wucaiwan power station,CHN,Coal,2017.0
Hengshan Jiangsu power station,CHN,Coal,2007.0
Hengshui Hengxing power station,CHN,Coal,2006.0
Hengtong Chemical Power Station,CHN,Coal,2003.0
Hepo Coal,CHN,Coal,1991.0
Hesheng Shanshan power station,CHN,Coal,2016.0
Heshuyuan power station,CHN,Coal,2009.0
Heyuan power station,CHN,Coal,2008.0
Heze Huarun power station,CHN,Coal,2011.0
Heze power station,CHN,Coal,2002.0
Hezhou power station,CHN,Coal,2012.0
Hohhot Jinqiao power station,CHN,Coal,2007.0
Hohhot Jinshan power station,CHN,Coal,2010.0
Honghua,CHN,Hydro,2006.0
Hongjiadu,CHN,Hydro,2005.0
Hongjun Aluminum power station,CHN,Coal,2011.0
Hongkou Dam,CHN,Hydro,2008.0
Hongping,CHN,Hydro,2016.0
Hongyanchi-1 power station,CHN,Coal,2005.0
Hongyanchi-2 power station,CHN,Coal,2002.0
Hongyang Lianyungang power station,CHN,Coal,2015.0
Hongyang Nengyuan power station,CHN,Coal,2010.0
Hongyuan Waste Coal Cogen power station,CHN,Coal,2017.0
Houshi power station,CHN,Coal,2002.0
Huadian Baotou Tuyou power station,CHN,Coal,2016.0
Huadian Bejing,CHN,Gas,2007.0
Huadian Changde power station,CHN,Coal,2015.0
Huadian Changsha power station,CHN,Coal,2007.0
Huadian Fengjie power station,CHN,Coal,2016.0
Huadian Fulaerji-2 power station,CHN,Coal,1986.0
Huadian Gongxian power station,CHN,Coal,2011.0
Huadian Guigang power station,CHN,Coal,2007.0
Huadian Hami power station,CHN,Coal,2003.0
Huadian Harbin-1 power station,CHN,Coal,2004.0
Huadian Harbin-3 power station,CHN,Coal,1995.0
Huadian Jiangling power station,CHN,Coal,2017.0
Huadian Jurong power station,CHN,Coal,2016.0
Huadian Kashi power station,CHN,Coal,2012.0
Huadian Laizhou power station,CHN,Coal,2012.0
Huadian Longkou power station,CHN,Coal,1990.0
Huadian Luan power station,CHN,Coal,2013.0
Huadian Luhua power station,CHN,Coal,2011.0
Huadian Luohe power station,CHN,Coal,2010.0
Huadian Ningxia Lingwu power station,CHN,Coal,2009.0
Huadian Shiliquan power station,CHN,Coal,2003.0
Huadian Shuozhou power station,CHN,Coal,2015.0
Huadian Suzhou power station,CHN,Coal,2007.0
Huadian Turpan power station,CHN,Coal,2006.0
Huadian Urumqi power station,CHN,Coal,2009.0
Huadian Wangting power station,CHN,Coal,2004.0
Huadian Weifang power station,CHN,Coal,2002.0
Huadian Wuda power station,CHN,Coal,2005.0
Huadian Wuhu power station,CHN,Coal,2012.0
Huadian Xinzhou Guangyu power station,CHN,Coal,2013.0
Huadian Xisaishan power station,CHN,Coal,2009.0
Huadian Yangling Cogen power station,CHN,Coal,2016.0
Huadian Yaochi Power station Unit 2,CHN,Coal,2010.0
Huadian Zhenxiong power station,CHN,Coal,2012.0
Huadian Zhuozi power station,CHN,Coal,2006.0
Huadian Zibo power station,CHN,Coal,2007.0
Huai'an (Hebei) Coal,CHN,Coal,2007.0
Huai'an - Guoxin Coal,CHN,Coal,2008.0
Huaibei Guoan power station,CHN,Coal,2000.0
Huaibei Hushan power station,CHN,Coal,2013.0
Huaibei Linhuan power station,CHN,Coal,2011.0
Huaibei Pingshan power station,CHN,Coal,2016.0
Huainan Fengtai power station,CHN,Coal,2011.0
Huainan Guqiao power station,CHN,Coal,2011.0
Huainan Luohe power station,CHN,Coal,1999.0
Huainan Tianji power station,CHN,Coal,2010.0
Huainan Xinzhuangzi power station,CHN,Coal,2008.0
Huaneng Anyuan power station,CHN,Coal,2011.0
Huaneng Baishan power station,CHN,Coal,2011.0
Huaneng Baotou-1 power station,CHN,Coal,2002.0
Huaneng Baotou-2 power station,CHN,Coal,1998.0
Huaneng Baotou-3 power station,CHN,Coal,2007.0
Huaneng Changchun power station,CHN,Coal,2010.0
Huaneng Changxing power station,CHN,Coal,2011.0
Huaneng Chaohu power station,CHN,Coal,2008.0
Huaneng Dalian power station,CHN,Coal,1994.0
Huaneng Dandong power station,CHN,Coal,1998.0
Huaneng Daqing power station,CHN,Coal,2013.0
Huaneng Dezhou power station,CHN,Coal,1998.0
Huaneng East Hailar power station,CHN,Coal,1990.0
Huaneng Fuzhou power station,CHN,Coal,2002.0
Huaneng Haikou power station,CHN,Coal,1999.0
Huaneng Haimen power station,CHN,Coal,2011.0
Huaneng Hainan East power station,CHN,Coal,2010.0
Huaneng Hegang power station,CHN,Coal,2002.0
Huaneng Hohhot power station,CHN,Coal,2006.0
Huaneng Huaiyin power station,CHN,Coal,2002.0
Huaneng Jiaxiang power station,CHN,Coal,2007.0
Huaneng Jinggangshan power station,CHN,Coal,2006.0
Huaneng Jingmen power station,CHN,Coal,2014.0
Huaneng Jinling power station,CHN,Coal,2010.0
Huaneng Jiutai power station,CHN,Coal,2009.0
Huaneng Laiwu power station,CHN,Coal,2009.0
Huaneng Linhe power station,CHN,Coal,2007.0
Huaneng Luntai power station,CHN,Coal,2016.0
Huaneng Luohuang power station,CHN,Coal,2000.0
Huaneng Luoyang power station,CHN,Coal,2012.0
Huaneng Luoyuan power station,CHN,Coal,2018.0
Huaneng Manzhouli Dalaihu power station,CHN,Coal,2012.0
Huaneng Manzhouli Guangming power station,CHN,Coal,2009.0
Huaneng Mianchi power station,CHN,Coal,2016.0
Huaneng Nanjing Chemical Industrial Park power station,CHN,Coal,2016.0
Huaneng Nanjing power station,CHN,Coal,1994.0
Huaneng Pingliang power station,CHN,Coal,2006.0
Huaneng Qinbei power station,CHN,Coal,2009.0
Huaneng Qinling power station,CHN,Coal,1998.0
Huaneng Qufu power station,CHN,Coal,2006.0
Huaneng Ruijin power station,CHN,Coal,2008.0
Huaneng Shangan power station,CHN,Coal,2001.0
Huaneng Shangdu power station,CHN,Coal,2008.0
Huaneng Shantou power station,CHN,Coal,2000.0
Huaneng Taicang power station,CHN,Coal,2004.0
Huaneng Tongchuan power station,CHN,Coal,2007.0
Huaneng Wuhai Cogen power station,CHN,Coal,2005.0
Huaneng Wuhai Haibowan power station,CHN,Coal,2003.0
Huaneng Wulashan power station,CHN,Coal,1998.0
Huaneng Xinhua Daqing power station,CHN,Coal,1988.0
Huaneng Xining power station,CHN,Coal,2016.0
Huaneng Yakeshi Huiliuhe power station,CHN,Coal,1993.0
Huaneng Yangliuqing power station,CHN,Coal,2002.0
Huaneng Yangluo power station,CHN,Coal,2000.0
Huaneng Yantai power station,CHN,Coal,1999.0
Huaneng Yichun power station,CHN,Coal,2015.0
Huaneng Yimin power station,CHN,Coal,2006.0
Huaneng Yingcheng power station,CHN,Coal,2015.0
Huaneng Yingkou Coastal power station,CHN,Coal,2009.0
Huaneng Yingkou power station,CHN,Coal,2003.0
Huaneng Yueyang power station,CHN,Coal,2005.0
Huaneng Yuhuan power station,CHN,Coal,2006.0
Huaneng Yushe power station,CHN,Coal,2002.0
Huaneng Zuoquan power station,CHN,Coal,2012.0
Huangdao power station,CHN,Coal,1999.0
Huanghua Cangzhou power station,CHN,Coal,2007.0
Huangjiaozhuang Coal,CHN,Coal,1994.0
Huangling waste coal power station,CHN,Coal,2015.0
Huanglongdai,CHN,Hydro,1979.0
Huanglongtan,CHN,Hydro,1976.0
Huangshi power station,CHN,Coal,1997.0
Huangtai power station,CHN,Coal,1992.0
Huarun Cangnan power station,CHN,Coal,2014.0
Huashan,CHN,Hydro,1994.0
Huawei Hetian power station,CHN,Coal,2015.0
Huayi Jinlong Cogen power station,CHN,Coal,2016.0
Huayin Zhuzhou power station,CHN,Coal,2001.0
Huayingshan power station,CHN,Coal,1997.0
Huaze Aluminum power station,CHN,Coal,2005.0
Hubei Ezhou power station,CHN,Coal,2012.0
Hubei Xingfu power station,CHN,Coal,2005.0
Huhhot,CHN,Hydro,2014.0
Huineng power station,CHN,Coal,2005.0
Huinong - Yinglite Coal,CHN,Coal,2013.0
Huizhou,CHN,Hydro,2011.0
Huizhou Cogen power station,CHN,Coal,2010.0
Hunan Lianyuan power station,CHN,Coal,2009.0
Hunanzhen,CHN,Hydro,1985.0
Hunjiang power station,CHN,Coal,1998.0
Huolinhe Zhanute power station,CHN,Coal,2015.0
Huozhou power station,CHN,Coal,2003.0
Huxian-2 power station,CHN,Coal,2005.0
Ili Nangang Khorgas Cogen power station,CHN,Coal,2011.0
Ili Xintian Chemical power station,CHN,Coal,2016.0
Inner Hangjin power station,CHN,Coal,2016.0
Inner Mongolia Xilin power station,CHN,Coal,2011.0
Inner Mongolia Xingan power station,CHN,Coal,2016.0
Jiamusi Zhongheng Cogen power station,CHN,Coal,2014.0
Jiamusi-2 power station,CHN,Coal,2008.0
Jianbi power station,CHN,Coal,2002.0
Jiangbian Dam,CHN,Hydro,2011.0
Jiangkou (Chongqing) Dam,CHN,Hydro,1980.0
Jiangpinghe Dam,CHN,Hydro,2012.0
Jiangsu Guohua Chenjiagang power station,CHN,Coal,2011.0
Jiangsu Guoxin Jingjiang power station,CHN,Coal,2014.0
Jiangsu Guoxin Yancheng power station,CHN,Coal,1999.0
Jiangsu Jingshen Salt power station,CHN,Coal,2008.0
Jiangsu Leeman Paper power station,CHN,Coal,2006.0
Jiangsu Nanre Thermal power station,CHN,Coal,2010.0
Jiangsu Nantong power station,CHN,Coal,2006.0
Jiangsu OJI Paper Cogen power station,CHN,Coal,2010.0
Jiangsu Sheyanggang power station,CHN,Coal,2012.0
Jiangsu Zhenjiang power station,CHN,Coal,2004.0
Jiangya Dam,CHN,Hydro,1999.0
Jiangyin Cogen power station,CHN,Coal,1993.0
Jiangyin Sulong power station,CHN,Coal,2002.0
Jiangyin Xingcheng Steel Works power station,CHN,Coal,2006.0
Jiangyou,CHN,Gas,2004.0
Jiangyou power station,CHN,Coal,1998.0
Jiaozuo - Shenhua 7-8 Coal,CHN,Coal,2015.0
Jiaozuo - Wanfang 3-4 Coal,CHN,Coal,2001.0
Jiaozuo - Wanfang 5-6 Coal,CHN,Coal,2013.0
Jiaozuo Boai power station,CHN,Coal,2013.0
Jiaozuo Wuzhi-1 Cogen power station,CHN,Coal,2006.0
Jiaxing Xinjiaaisi Cogen power station,CHN,Coal,2008.0
Jiaxing power station,CHN,Coal,2006.0
Jiayuguan - Datang Coal,CHN,Coal,2004.0
Jiayuguan Aluminum power station,CHN,Coal,2014.0
Jilebulake,CHN,Hydro,2013.0
Jilin - Guodian Coal,CHN,Coal,1955.0
